,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,explicit,artists,like
191,0.777,0.603,2,-8.491,1,0.0304,0.417,0.287,0.113,0.879,126.971,174206,4,41,False,"['Vicente Cifuentes', 'El David Aguilar']",1
192,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985,199396,4,75,False,['Al Green'],1
193,0.583,0.798,2,-9.716,0,0.0612,0.113,0.0,0.0513,0.96,85.323,280280,4,61,False,['Barry White'],1
194,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,274000,4,68,False,['Barry White'],1
195,0.359,0.0955,5,-15.64,1,0.0395,0.908,0.514,0.124,0.229,87.696,240000,4,31,False,"['Louis Armstrong', 'Duke Ellington']",1
196,0.735,0.248,10,-12.682,0,0.038,0.89,8.33e-05,0.126,0.315,96.07,200453,4,50,False,['Onda Vaga'],1
197,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,270847,3,76,True,['Daniel Caesar'],1
198,0.662,0.429,4,-10.047,0,0.0686,0.668,0.502,0.221,0.158,87.073,215172,4,53,False,"['Duñe', 'Crayon']",1
199,0.531,0.395,5,-11.835,0,0.0288,0.406,0.0011,0.0948,0.384,106.159,305613,4,47,False,['Lonnie Liston Smith and the Cosmic Echoes'],1
200,0.574,0.451,6,-10.803,0,0.191,0.514,0.0,0.0823,0.616,83.95,219648,4,51,False,['Ravyn Lenae'],1
201,0.527,0.897,4,-3.545,1,0.0523,0.195,0.861,0.225,0.299,98.891,181751,4,47,False,['Dirty Art Club'],1
202,0.657,0.169,5,-16.875,0,0.036,0.898,0.00019,0.0837,0.456,129.772,322333,4,46,False,['Antônio Carlos Jobim'],1
203,0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,156886,4,71,True,['Travis Scott'],1
204,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,83,True,['Travis Scott'],1
205,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,209116,4,72,True,['Travis Scott'],1
206,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,216558,4,66,False,['Drake'],1
207,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,4,82,True,['Drake'],1
208,0.755,0.575,4,-8.392,0,0.0673,0.0443,0.00127,0.276,0.493,85.994,205147,4,4,True,['Drake'],1
209,0.534,0.684,11,-7.874,0,0.717,0.164,0.0,0.499,0.338,170.416,195720,4,2,True,['Drake'],1
210,0.677,0.658,8,-5.149,1,0.0699,0.15,0.0,0.155,0.874,134.086,217387,4,57,False,"['LION BABE', 'Moe Moks']",1
211,0.674,0.441,7,-7.86,0,0.033,0.0717,0.0,0.104,0.157,124.568,258120,4,0,False,"['Kanye West', 'Lil Wayne']",1
212,0.66,0.658,7,-6.127,1,0.0387,0.0409,0.00595,0.102,0.153,176.701,207071,4,67,True,['6LACK'],1
213,0.491,0.609,5,-8.486,1,0.0461,0.529,0.00838,0.426,0.614,90.09,234307,4,39,False,['Hank Crawford'],1
214,0.465,0.422,0,-12.556,1,0.0629,0.726,0.647,0.076,0.519,169.873,228560,4,3,False,['Webert Sicot'],1
215,0.448,0.467,0,-11.847,1,0.0542,0.75,0.851,0.456,0.296,94.237,541333,4,4,False,['Webert Sicot'],1
216,0.54,0.429,9,-13.184,0,0.0352,0.592,0.918,0.145,0.148,106.227,335640,4,3,False,['Webert Sicot'],1
217,0.395,0.45,7,-10.714,1,0.0414,0.606,0.00145,0.277,0.815,80.238,236107,4,3,False,['Webert Sicot'],1
218,0.786,0.12,2,-18.143,1,0.0414,0.555,0.838,0.0994,0.294,103.035,230971,3,0,False,"['vbnd', 'Simon Jasieniuk', 'Connor Newton', 'Justice Der']",1
219,0.458,0.274,10,-11.975,0,0.0347,0.939,0.0122,0.127,0.276,70.987,254893,4,3,False,"['Duke Ellington', 'John Coltrane']",1
220,0.461,0.0546,0,-18.982,1,0.0362,0.988,0.208,0.126,0.23,128.91,296667,4,56,False,"['John Coltrane', 'Johnny Hartman']",1
221,0.397,0.28,1,-18.805,0,0.0517,0.553,0.536,0.111,0.146,80.817,1746884,4,27,False,"[""L'Impératrice""]",1
222,0.578,0.0549,4,-28.549,0,0.0409,0.98,0.968,0.106,0.418,122.892,329041,4,52,False,['Justice Der'],1
223,0.681,0.163,11,-22.597,1,0.165,0.881,7.62e-05,0.0688,0.771,69.283,292400,4,69,False,['Bobby McFerrin'],1
224,0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373,4,8,False,['Electric Light Orchestra'],1
225,0.693,0.911,9,-3.691,1,0.0305,0.183,0.000107,0.3,0.982,125.895,216520,4,14,False,"['Earth, Wind & Fire']",1
226,0.708,0.496,1,-10.528,0,0.0417,0.581,0.195,0.151,0.469,78.477,181587,4,47,False,['Mac DeMarco'],1
227,0.362,0.779,4,-5.246,0,0.104,0.666,0.00587,0.373,0.529,138.976,123199,4,16,False,['Chase Ceglie'],1
228,0.206,0.346,9,-7.105,0,0.0326,0.89,0.336,0.195,0.163,83.687,406551,4,0,False,"['Vinícius de Moraes', 'Antônio Carlos Jobim', 'Roberto Paiva']",1
229,0.685,0.36,0,-9.572,1,0.0568,0.18,0.0,0.112,0.597,160.448,204027,4,58,False,['Toots & The Maytals'],1
230,0.777,0.458,11,-12.358,1,0.0841,0.265,0.00295,0.0423,0.961,99.05,295667,4,60,False,['Toots & The Maytals'],1
231,0.826,0.525,10,-4.613,1,0.0462,0.458,2.77e-05,0.278,0.876,125.356,173920,4,11,False,['Toots & The Maytals'],1
232,0.71,0.708,10,-7.41,0,0.119,0.684,0.000796,0.165,0.745,89.981,198000,4,39,True,['Tengo John'],1
233,0.594,0.19,4,-16.046,0,0.0841,0.96,0.462,0.102,0.768,113.975,211227,3,34,False,['Fabiano Do Nascimento'],1
234,0.575,0.432,4,-10.183,0,0.0272,0.802,0.000252,0.154,0.279,90.157,295453,4,51,False,['Cesária Evora'],1
235,0.689,0.343,9,-18.442,1,0.0592,0.69,0.0155,0.0995,0.735,91.805,538760,4,0,False,['Orchestra Baobab'],1
236,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,251253,4,72,False,['Supertramp'],1
237,0.372,0.583,3,-4.731,0,0.0363,0.132,4.03e-05,0.1,0.456,166.412,166531,3,46,False,['Dedrick Weathersby'],1
238,0.646,0.35,8,-11.539,0,0.0486,0.665,0.000122,0.0472,0.552,80.882,167067,3,53,False,['James Brown'],1
239,0.212,0.424,10,-9.97,1,0.0332,0.761,0.0,0.336,0.511,170.983,191133,3,10,False,['Sam Cooke'],1
240,0.769,0.768,4,-7.542,0,0.0366,0.0139,0.0215,0.0469,0.825,103.997,318462,4,55,False,"['Miami Horror', 'Poolside']",1
241,0.733,0.785,0,-8.249,0,0.0371,0.043,0.00201,0.113,0.601,110.002,304507,4,36,False,['Mariah Carey'],1
242,0.753,0.553,9,-7.687,0,0.0342,0.293,0.0,0.901,0.567,102.946,303320,4,52,False,['Natiruts'],1
243,0.783,0.651,9,-6.757,0,0.0338,0.503,1.31e-05,0.121,0.643,101.015,332653,4,56,False,"['Natiruts', 'Claudia Leitte']",1
244,0.679,0.735,2,-6.218,0,0.136,0.23,0.602,0.148,0.603,107.998,225907,4,65,False,['Disclosure'],1
245,0.477,0.483,0,-7.344,1,0.0273,0.256,0.79,0.337,0.557,123.875,259065,3,42,False,['Durand Jones & The Indications'],1
246,0.573,0.488,2,-10.892,0,0.164,0.109,0.0642,0.185,0.88,173.822,382773,4,57,False,['The Skatalites'],1
247,0.405,0.689,10,-5.75,1,0.0365,0.0843,0.0,0.207,0.397,155.189,191560,4,65,False,['Panic! At The Disco'],1
248,0.662,0.297,8,-14.525,1,0.0301,0.888,0.108,0.119,0.434,94.023,255466,4,64,True,"[""Dre'es"", 'Mia']",1
249,0.556,0.677,5,-7.012,0,0.481,0.861,0.0469,0.147,0.575,160.3,214532,4,49,True,['Steven Jame$'],1
250,0.731,0.342,7,-17.093,1,0.0999,0.949,0.107,0.102,0.448,170.003,224467,4,51,False,['Luedji Luna'],1
251,0.576,0.445,7,-11.609,1,0.0449,0.746,5.76e-06,0.119,0.813,160.051,205480,4,44,False,['Kevin Johansen'],1
252,0.56,0.683,9,-7.917,0,0.0514,0.599,0.000114,0.0851,0.643,127.438,302613,3,61,False,['El Kuelgue'],1
253,0.653,0.827,4,-3.206,0,0.042,0.649,0.0,0.18,0.733,95.223,259853,4,73,False,['Luis Enrique'],1
254,0.565,0.547,11,-9.129,1,0.0385,0.416,0.0,0.102,0.399,91.95,244933,4,62,False,['Kevin Johansen'],1
255,0.8,0.737,9,-2.487,0,0.201,0.544,0.0,0.237,0.819,120.093,210500,4,31,False,['Elvis Crespo'],1
256,0.646,0.172,11,-16.671,0,0.222,0.919,1.51e-05,0.864,0.424,76.304,178909,4,43,False,"['Caetano Veloso', 'Moreno Veloso']",1
257,0.478,0.199,5,-13.304,1,0.0322,0.916,0.0213,0.256,0.182,145.409,217627,4,27,False,"['Toquinho', 'Vinícius']",1
258,0.495,0.223,5,-13.857,1,0.0306,0.95,0.101,0.119,0.217,76.924,160080,4,53,False,"['Toquinho', 'Vinícius']",1
259,0.415,0.235,4,-15.513,0,0.0513,0.957,6.44e-05,0.108,0.202,80.214,220600,4,11,False,"['Toquinho', 'Vinícius de Moraes']",1
260,0.687,0.39,4,-11.662,0,0.0325,0.694,0.0305,0.0946,0.582,109.654,168427,3,20,False,"['Toquinho', 'Vinícius de Moraes']",1
261,0.634,0.433,4,-9.922,0,0.185,0.718,0.0,0.138,0.562,143.075,161427,4,46,False,"['Vinícius de Moraes', 'Toquinho', 'Quarteto Em Cy']",1
262,0.733,0.696,6,-10.512,1,0.053,0.213,0.447,0.0998,0.627,151.939,201376,4,49,False,['Toco'],1
263,0.923,0.495,2,-12.405,0,0.0451,0.779,0.035,0.105,0.966,114.965,211253,4,36,False,['Alexandre Leão'],1
264,0.784,0.264,0,-19.088,1,0.0668,0.904,0.000493,0.115,0.53,92.071,150883,4,19,False,['Márcia Salomon'],1
265,0.778,0.603,11,-9.041,1,0.0576,0.465,0.0,0.0405,0.737,96.128,316349,4,17,False,"['Ana Costa', 'Oswaldo Cavalo']",1
266,0.575,0.43,8,-13.168,1,0.0363,0.822,0.000661,0.115,0.427,82.691,293640,4,58,False,['Cesária Evora'],1
267,0.434,0.35,7,-11.559,1,0.0388,0.846,0.000713,0.113,0.4,140.927,338107,4,21,False,['Cesária Evora'],1
268,0.682,0.201,1,-16.707,0,0.0573,0.859,0.256,0.0929,0.499,144.523,187093,4,56,False,['Nara Leão'],1
269,0.82,0.512,9,-11.15,1,0.0709,0.342,0.000176,0.12,0.922,94.951,228875,4,50,False,['Silva'],1
270,0.779,0.326,7,-12.324,0,0.0596,0.872,0.000807,0.11,0.378,132.194,226740,4,32,False,['Gilberto Gil'],1
271,0.488,0.469,4,-8.946,0,0.0504,0.178,0.00279,0.104,0.928,93.532,247173,4,33,False,['Quarteto Jobim Morelenbaum'],1
272,0.576,0.322,4,-23.134,0,0.178,0.879,0.593,0.694,0.805,83.696,188280,4,1,False,"['Stan Getz', 'João Gilberto']",1
273,0.645,0.357,4,-15.628,0,0.0356,0.426,0.0,0.0727,0.86,147.846,139253,4,12,False,"['Astrud Gilberto', 'Antônio Carlos Jobim']",1
274,0.755,0.732,10,-9.6,0,0.0658,0.487,0.00091,0.454,0.816,88.028,287560,4,0,False,['Marcos Valle'],1
275,0.4,0.47,6,-12.009,0,0.0504,0.895,7.89e-06,0.343,0.77,88.706,173866,4,48,False,"['Ornella Vanoni', 'Toquinho', 'Vinícius de Moraes']",1
276,0.632,0.376,4,-11.302,0,0.044,0.527,5.11e-05,0.102,0.741,95.231,220067,4,46,False,['João Bosco'],1
277,0.555,0.348,5,-14.3,0,0.0393,0.613,0.000101,0.0634,0.444,121.916,196733,4,31,False,['Chico Buarque'],1
278,0.488,0.0374,7,-22.637,1,0.0403,0.947,0.000191,0.147,0.259,87.275,206067,4,51,False,['Luiz Bonfá'],1
279,0.591,0.449,1,-15.547,0,0.0754,0.61,0.0571,0.255,0.976,134.864,177200,4,55,False,['Jorge Ben Jor'],1
280,0.507,0.723,1,-8.164,1,0.0239,1.01e-05,0.0478,0.132,0.304,88.996,237301,4,59,False,['Mild High Club'],1
281,0.956,0.373,6,-7.963,1,0.0773,0.569,0.394,0.314,0.568,119.994,268333,4,70,False,['Unknown Mortal Orchestra'],1
282,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,197040,4,62,False,"['Drugdealer', 'Weyes Blood']",1
283,0.469,0.856,3,-2.365,0,0.0354,0.000494,0.000353,0.266,0.795,134.943,200293,4,60,False,['Ariel Pink'],1
284,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653,4,9,False,['Metronomy'],1
285,0.803,0.47,6,-7.232,0,0.0387,0.587,0.091,0.0723,0.887,121.226,290173,4,4,False,['Metronomy'],1
286,0.661,0.837,7,-7.45,1,0.0369,0.0129,0.884,0.289,0.927,88.456,250780,4,52,False,['Khruangbin'],1
287,0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.144,0.71,127.947,201707,3,64,False,['Foxygen'],1
288,0.583,0.515,11,-9.283,0,0.0571,0.605,0.000691,0.0931,0.603,115.732,263397,4,60,False,['TOPS'],1
289,0.452,0.33,10,-10.715,0,0.0393,0.32,0.0818,0.525,0.17,146.642,175459,4,53,False,['Mild High Club'],1
290,0.509,0.469,7,-7.103,1,0.0336,0.242,0.151,0.11,0.62,122.441,404373,4,59,False,['Kevin Morby'],1
291,0.646,0.485,8,-8.324,0,0.0343,0.117,0.00373,0.184,0.0855,122.007,263927,4,52,False,['Elder Island'],1
292,0.649,0.535,6,-12.017,0,0.224,0.385,0.000422,0.12,0.843,84.466,142500,4,9,True,"['Still Woozy', 'ODIE']",1
293,0.526,0.489,1,-6.249,0,0.22,0.153,0.103,0.135,0.53,113.913,276893,1,62,False,['King Gizzard & The Lizard Wizard'],1
294,0.773,0.769,7,-3.116,0,0.0942,0.697,1.25e-06,0.109,0.373,124.667,217147,4,57,True,['Booba'],1
295,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,197120,4,63,False,['Wolfine'],1
296,0.637,0.0455,2,-23.446,0,0.0926,0.954,1.32e-06,0.332,0.521,95.242,126413,4,16,False,['Manno Charlemagne'],1
297,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516,3,78,False,['Frank Ocean'],1
298,0.742,0.407,2,-6.938,1,0.426,0.822,0.0,0.0541,0.39,116.064,274187,4,2,True,['Kanye West'],1
299,0.661,0.3,9,-18.055,1,0.0294,0.688,0.0118,0.0839,0.359,112.327,289067,4,65,False,['Chris Isaak'],1
300,0.871,0.768,4,-5.401,0,0.122,0.283,2.25e-05,0.162,0.765,98.989,184067,4,13,False,"['Maluma', 'Nego do Borel']",1
301,0.355,0.258,2,-12.952,1,0.0294,0.846,0.003,0.155,0.27,82.183,294293,4,6,False,['Ibrahim Ferrer'],1
302,0.757,0.708,0,-3.927,1,0.0443,0.307,2.98e-05,0.112,0.5,138.991,211453,4,54,True,['Booba'],1
303,0.721,0.603,9,-6.705,1,0.272,0.12,0.0,0.936,0.405,75.018,199195,4,53,True,['BROCKHAMPTON'],1
304,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,185413,4,75,False,['Simon & Garfunkel'],1
305,0.556,0.584,8,-7.218,0,0.274,0.477,0.0,0.139,0.294,130.086,288160,4,51,True,['Damso'],1
306,0.599,0.684,11,-6.97,0,0.551,0.124,0.0,0.477,0.652,174.434,192615,4,50,True,['Le Dé'],1
307,0.604,0.687,9,-13.928,0,0.045,0.479,0.95,0.104,0.119,106.896,345187,4,63,False,['Daft Punk'],1
308,0.478,0.298,9,-12.178,1,0.0592,0.434,0.458,0.146,0.438,96.051,1167933,4,3,False,['Orchestre Tropicana'],1
309,0.718,0.488,5,-13.557,1,0.041,0.432,0.0,0.633,0.889,122.797,163440,4,22,False,"[""Sergio Mendes & Brasil '66""]",1
310,0.436,0.381,4,-12.489,1,0.0472,0.431,4.66e-06,0.0727,0.208,83.173,277920,4,7,False,['Roger Colas'],1
311,0.613,0.427,8,-8.324,1,0.221,0.889,0.0279,0.129,0.467,82.523,196139,4,40,False,['Jungle'],1
312,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4,82,True,['Frank Ocean'],1
313,0.503,0.599,9,-6.541,0,0.0807,0.631,0.0,0.134,0.265,175.692,196307,4,54,True,['Booba'],1
314,0.472,0.0815,4,-18.751,0,0.114,0.957,0.0,0.112,0.453,72.844,204760,4,8,False,['Manno Charlemagne'],1
315,0.577,0.734,1,-4.884,1,0.294,0.157,0.0,0.134,0.343,90.725,142041,4,50,True,['Avelino'],1
316,0.476,0.537,9,-9.058,0,0.468,0.123,0.00085,0.0773,0.382,62.538,283283,3,51,True,['Le Dé'],1
317,0.467,0.666,11,-6.124,0,0.0657,0.0282,0.0,0.138,0.311,113.147,205360,5,51,True,['Damso'],1
318,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,253347,4,67,False,"['Miguel', 'Tame Impala']",1
319,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,280000,4,73,False,['Eric Clapton'],1
320,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4,77,False,"['Natti Natasha', 'Ozuna']",1
321,0.772,0.595,1,-7.576,1,0.0629,0.406,0.0,0.25,0.37,141.97,170267,4,62,True,['Niska'],1
322,0.644,0.815,6,-6.011,0,0.0708,0.145,0.0125,0.116,0.795,203.916,205893,4,62,True,"['Booba', 'Benash']",1
323,0.772,0.794,9,-9.208,0,0.0632,0.126,0.000553,0.322,0.638,116.959,197413,4,62,False,['Gloria Gaynor'],1
324,0.574,0.257,4,-10.145,0,0.0395,0.937,4.75e-05,0.275,0.811,137.787,128160,4,41,False,['The Beatles'],1
325,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,320400,4,71,True,['Drake'],1
326,0.826,0.524,4,-5.265,0,0.0795,0.0718,0.0328,0.0816,0.332,96.019,202387,4,52,True,['Damso'],1
327,0.74,0.189,2,-13.339,1,0.277,0.798,0.0,0.285,0.788,80.66,244973,4,34,False,['Georges Brassens'],1
328,0.296,0.469,8,-8.005,1,0.0374,0.252,0.00255,0.098,0.263,160.122,342827,4,47,False,['Michael Kiwanuka'],1
329,0.596,0.362,3,-11.879,0,0.0535,0.735,0.00216,0.654,0.175,132.067,316188,4,59,False,['Sampha'],1
330,0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,205040,4,81,True,"['A$AP Rocky', 'Skepta']",1
331,0.807,0.681,11,-6.268,1,0.0983,0.423,0.0,0.0962,0.676,140.006,297485,4,74,False,"['Bad Bunny', 'Prince Royce', 'J Balvin', 'Mambo Kingz', 'DJ Luian']",1
332,0.68,0.802,3,-5.619,0,0.26,0.605,4.57e-05,0.0643,0.953,101.696,176316,4,54,True,['Booba'],1
333,0.784,0.7,7,-7.649,0,0.108,0.491,0.0,0.108,0.769,82.028,190067,4,62,False,['PNL'],1
334,0.674,0.713,6,-7.46,0,0.036,0.0733,0.139,0.169,0.704,111.017,184600,4,45,False,['Jungle'],1
335,0.892,0.733,1,-5.309,0,0.292,0.614,0.0,0.0748,0.824,119.98,265893,4,45,True,"['Kalash Criminel', 'Jul']",1
336,0.642,0.695,7,-8.972,0,0.0549,0.499,5.14e-05,0.0852,0.956,176.134,201893,4,63,True,['Damso'],1
337,0.768,0.511,6,-9.049,1,0.0353,0.813,0.0,0.304,0.573,132.96,265173,4,46,False,['Jul'],1
338,0.685,0.226,2,-10.292,0,0.378,0.716,0.000111,0.0904,0.694,145.37,163440,3,0,False,['Trio America'],1
339,0.588,0.22,1,-12.843,1,0.0462,0.677,0.0,0.183,0.435,126.138,165800,1,17,False,['Maxime Le Forestier'],1
340,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747,4,74,False,['Frank Ocean'],1
341,0.579,0.29,5,-12.446,0,0.033,0.658,0.0,0.103,0.636,116.115,162453,4,41,False,['The Beatles'],1
342,0.65,0.731,11,-6.753,0,0.0387,0.465,0.0222,0.323,0.478,137.99,253587,4,57,True,['Booba'],1
343,0.925,0.308,11,-6.562,0,0.338,0.125,0.0,0.0933,0.265,122.099,145507,4,8,True,['Kanye West'],1
344,0.692,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.36,266080,4,64,True,"['SZA', 'Kendrick Lamar']",1
345,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4,80,True,"['Rex Orange County', 'Benny Sings']",1
346,0.631,0.594,6,-7.785,0,0.037,0.0851,9.96e-06,0.176,0.12,123.903,205640,4,51,True,['Damso'],1
347,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507,4,72,False,"['Breakbot', 'Irfane']",1
348,0.612,0.585,1,-7.792,0,0.0598,0.382,0.0,0.111,0.267,132.962,286093,4,56,True,['PNL'],1
349,0.283,0.187,11,-16.153,0,0.0341,0.737,3.78e-05,0.11,0.106,131.337,625160,4,28,False,['Harmonium'],1
350,0.612,0.164,9,-13.661,1,0.071,0.777,0.0,0.115,0.434,125.817,227400,4,12,False,['Manno Charlemagne'],1
351,0.608,0.676,1,-7.56,1,0.248,0.212,0.0,0.347,0.57,80.939,260632,4,64,True,['Isaiah Rashad'],1
352,0.801,0.674,6,-5.576,0,0.134,0.27,0.0,0.0758,0.453,122.978,217893,4,59,False,['Booba'],1
353,0.652,0.27,2,-18.121,1,0.0396,0.831,0.914,0.092,0.525,101.667,292574,4,4,False,['Buena Vista Social Club'],1
354,0.613,0.724,9,-4.798,0,0.0305,0.0136,0.0,0.12,0.626,110.076,251375,4,5,False,['The Growlers'],1
355,0.786,0.543,1,-6.246,0,0.0774,0.232,0.0,0.105,0.341,155.008,237707,4,65,True,"['Kalash', 'Damso']",1
356,0.322,0.754,10,-6.416,0,0.275,0.299,0.0,0.136,0.392,62.839,315773,4,66,True,"['A$AP Rocky', 'Moby', 'T.I.', 'Kid Cudi']",1
357,0.719,0.842,6,-3.562,0,0.0383,0.132,0.0,0.105,0.534,90.017,228139,4,67,False,"['Enrique Iglesias', 'Bad Bunny']",1
358,0.506,0.358,5,-14.066,0,0.0865,0.786,3.95e-06,0.0966,0.176,120.07,270102,5,62,True,"['Roméo Elvis', 'Le Motel', 'Angèle']",1
359,0.64,0.643,10,-2.442,0,0.0625,0.039,0.0,0.109,0.335,80.025,123040,4,2,True,['Kanye West'],1
360,0.67,0.747,7,-5.897,1,0.0541,0.493,0.0239,0.0343,0.686,106.011,269653,4,51,False,['Shintaro Sakamoto'],1
361,0.442,0.277,11,-17.146,1,0.375,0.845,0.0,0.107,0.172,179.843,224000,3,35,True,['Lonepsi'],1
362,0.941,0.454,10,-6.116,1,0.239,0.128,0.0,0.0908,0.133,127.975,199600,4,56,True,['Niska'],1
363,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,83,False,['The Beatles'],1
364,0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,273151,4,76,True,['BROCKHAMPTON'],1
365,0.796,0.608,11,-10.936,1,0.041,0.499,0.887,0.0979,0.907,108.756,213303,4,58,False,['Vulfpeck'],1
366,0.828,0.455,1,-9.987,0,0.233,0.0851,0.000305,0.0901,0.735,86.976,250200,4,0,False,['Oxmo Puccino'],1
367,0.137,0.0625,2,-22.77,1,0.04,0.941,0.926,0.277,0.0365,87.682,738080,3,55,False,['Howard Shore'],1
368,0.458,0.514,7,-10.246,0,0.0302,0.535,0.0383,0.194,0.774,106.455,200558,4,6,False,['Les Loups Noirs'],1
369,0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.571,0.203,141.979,218674,4,65,True,['Drake'],1
370,0.665,0.389,1,-6.709,1,0.441,0.745,0.000982,0.326,0.521,89.962,210001,4,57,True,['Jai Paul'],1
371,0.681,0.683,6,-7.569,0,0.0477,0.324,0.0,0.113,0.204,140.089,204827,4,49,True,['Damso'],1
372,0.711,0.46,2,-8.503,0,0.0335,0.312,0.898,0.124,0.247,118.006,277726,4,43,False,['Maribou State'],1
373,0.784,0.424,4,-14.928,0,0.0399,0.656,0.00338,0.131,0.919,132.409,462000,4,2,False,['Balla Et Ses Balladins'],1
374,0.361,0.31,9,-12.102,1,0.0398,0.802,0.687,0.128,0.408,177.659,355840,4,4,False,"['Ali Farka Touré', 'Toumani Diabaté']",1
375,0.595,0.136,0,-13.654,1,0.0528,0.785,3.27e-05,0.0747,0.222,84.263,180016,4,2,False,['Angel Canales'],1
376,0.837,0.682,6,-3.474,0,0.0632,0.169,1.84e-05,0.0997,0.285,120.969,182802,4,41,True,['Booba'],1
377,0.581,0.4,2,-8.739,1,0.0291,0.893,0.576,0.161,0.433,112.331,237973,4,66,False,['Whitney'],1
378,0.695,0.334,11,-7.561,0,0.0643,0.0688,0.000324,0.0694,0.626,98.967,221069,4,37,False,['Clea Vincent'],1
379,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347226,5,44,True,['Drake'],1
380,0.395,0.31,7,-20.734,1,0.0509,0.886,0.694,0.103,0.357,181.88,178773,3,45,False,['Buddy Ross'],1
381,0.663,0.444,11,-11.214,0,0.0338,0.274,0.659,0.388,0.2,122.974,240493,4,0,False,['Mr Twin Sister'],1
382,0.612,0.637,8,-8.29,0,0.331,0.11,0.0,0.0808,0.515,82.458,422374,4,18,True,['Illmortal'],1
383,0.55,0.452,0,-12.666,1,0.0738,0.317,5.98e-06,0.726,0.25,78.143,166449,4,44,False,['Carlton Williams'],1
384,0.311,0.463,6,-10.838,1,0.0601,0.606,2.15e-05,0.263,0.594,159.401,214893,4,48,False,['Nina Simone'],1
385,0.477,0.566,2,-12.274,1,0.335,0.238,0.0,0.122,0.778,167.907,297493,4,58,False,['Bootsy Collins'],1
386,0.568,0.042,7,-27.914,0,0.0384,0.936,0.832,0.104,0.407,119.051,166175,4,42,False,['Mack Browne & The Brothers'],1
387,0.824,0.136,0,-7.938,1,0.0588,0.894,0.0035,0.0765,0.155,115.03,298781,3,0,False,['Gabriel Garzón-Montano'],1
388,0.314,0.293,0,-9.917,1,0.0308,0.884,2.6e-05,0.0788,0.22,123.013,304893,4,41,False,['Boom Clap Bachelors'],1
389,0.141,0.59,5,-5.333,0,0.0392,0.411,0.102,0.173,0.16,76.329,419561,5,18,False,['Pastor T.L. Barrett'],1
390,0.545,0.507,0,-7.534,0,0.0392,0.349,2.92e-06,0.157,0.695,124.311,212147,4,44,False,['Fathers Children'],1
391,0.554,0.443,7,-7.461,0,0.211,0.185,1.92e-05,0.16,0.483,83.892,289480,4,54,False,['Hiatus Kaiyote'],1
392,0.691,0.157,10,-21.504,0,0.157,0.00726,0.666,0.17,0.201,101.466,130640,4,44,False,['Arthur Russell'],1
393,0.344,0.296,9,-10.578,0,0.0395,0.855,1.86e-06,0.282,0.389,79.579,256667,4,38,False,['Barrington Levy'],1
